Geneid	JH01_A01	JH01_A02	JH01_A03	JH01_A04	JH01_A05	JH01_A06	JH02_A01	JH02_A02	JH02_A03	JH02_A04	JH02_A05	JH02_A06	JH01_B01	JH01_B02	JH01_B03	JH01_B04	JH01_B05	JH01_B06	JH02_B01	JH02_B02	JH02_B03	JH02_B04	JH02_B05	JH02_B06	JH01_C01	JH01_C02	JH01_C03	JH01_C04	JH01_C05	JH01_C06	JH02_C01	JH02_C02	JH02_C03	JH02_C04	JH02_C05	JH02_C06
CDS:b4207:fklB:FKBP-type_peptidyl-prolyl_cis-trans_isomerase_rotamase:cds4125:+:620:NC_000913.3	2460	2378	3216	2637	1395	2410	3686	7942	6160	3748	3366	2458	3117	1981	3131	2368	2593	1635	3345	4993	4388	3636	1492	2070	2050	3111	4930	1023	1117	1906	2909	1898	1918	3692	2175	1671
AS_CDS:b4207:fklB:FKBP-type_peptidyl-prolyl_cis-trans_isomerase_rotamase:cds4125:+:620:NC_000913.3	94	45	146	71	158	508	135	267	169	87	121	146	145	36	93	276	218	217	140	120	124	126	36	81	151	99	188	138	219	425	102	32	42	164	102	116
IGR:(CDS,b4207,fklB,FKBP-type_peptidyl-prolyl_cis-trans_isomerase_rotamase,cds4125,+,620/CDS,b4208,cycA,D-alanine/D-serine/glycine_transporter,cds4126,+,1412):+:257:NC_000913.3	599	441	1697	650	889	1766	1002	2775	948	799	1980	2161	950	369	858	2192	1090	932	943	1349	683	1955	522	1034	1048	610	1272	994	1131	1302	973	296	500	3310	1544	1219
AS_IGR:(CDS,b4207,fklB,FKBP-type_peptidyl-prolyl_cis-trans_isomerase_rotamase,cds4125,+,620/CDS,b4208,cycA,D-alanine/D-serine/glycine_transporter,cds4126,+,1412):+:257:NC_000913.3	116	63	206	113	183	756	176	351	251	138	151	198	165	54	78	312	210	222	146	113	127	170	41	89	216	131	174	167	252	478	146	16	66	277	164	104
CDS:b4208:cycA:D-alanine/D-serine/glycine_transporter:cds4126:+:1412:NC_000913.3	2328	697	9252	2333	4706	12539	3743	11864	1893	2429	10352	16613	4511	995	4457	17368	9437	6964	3953	6879	1993	15184	3441	11170	4458	1193	3933	6422	5706	9440	2916	463	1462	18665	10473	11150
AS_CDS:b4208:cycA:D-alanine/D-serine/glycine_transporter:cds4126:+:1412:NC_000913.3	9	4	21	17	27	17	14	19	37	52	20	9	18	5	8	21	46	14	8	7	41	18	8	32	6	16	35	15	10	34	18	8	12	32	25	17
CDS:b4209:ytfE:iron-sulfur_cluster_repair_protein_RIC:cds4127:-:662:NC_000913.3	13	19	61	89	62	88	40	82	161	104	84	99	29	25	52	113	145	69	24	32	113	116	46	108	23	42	129	37	53	82	55	29	44	100	91	54
AS_CDS:b4209:ytfE:iron-sulfur_cluster_repair_protein_RIC:cds4127:-:662:NC_000913.3	324	50	817	343	703	1938	425	1128	135	286	1450	1983	714	94	705	2789	1799	1187	477	496	156	2099	601	1921	343	151	366	751	659	1408	307	25	175	1929	1316	1392
IGR:(CDS,b4209,ytfE,iron-sulfur_cluster_repair_protein_RIC,cds4127,-,662/CDS,b4210,ytfF,DMT_transporter_family_inner_membrane_protein,cds4128,-,965):+:56:NC_000913.3	2	0	0	2	1	1	0	3	2	1	3	0	1	0	0	1	4	2	1	2	0	1	2	1	1	0	3	0	0	3	0	0	0	2	1	0
AS_IGR:(CDS,b4209,ytfE,iron-sulfur_cluster_repair_protein_RIC,cds4127,-,662/CDS,b4210,ytfF,DMT_transporter_family_inner_membrane_protein,cds4128,-,965):+:56:NC_000913.3	2	1	5	7	4	15	2	17	11	12	4	10	3	1	2	11	11	12	2	5	6	8	5	4	4	3	13	3	7	14	2	1	9	7	10	2
CDS:b4210:ytfF:DMT_transporter_family_inner_membrane_protein:cds4128:-:965:NC_000913.3	370	128	406	339	356	774	401	1102	575	474	460	586	486	127	282	505	506	511	535	448	396	455	196	354	311	225	636	317	421	738	452	84	300	672	373	288
AS_CDS:b4210:ytfF:DMT_transporter_family_inner_membrane_protein:cds4128:-:965:NC_000913.3	17	0	14	9	3	18	11	22	24	17	12	4	22	11	8	12	20	14	20	7	12	18	9	0	21	0	31	9	24	25	4	1	6	16	1	10
IGR:(CDS,b4210,ytfF,DMT_transporter_family_inner_membrane_protein,cds4128,-,965/CDS,b4211,qorB,NADPH,quinone_oxidoreductase,cds4129,-,860):+:56:NC_000913.3	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	2	0	0
AS_IGR:(CDS,b4210,ytfF,DMT_transporter_family_inner_membrane_protein,cds4128,-,965/CDS,b4211,qorB,NADPH,quinone_oxidoreductase,cds4129,-,860):+:56:NC_000913.3	24	6	23	19	23	41	20	71	44	26	27	42	35	8	21	37	32	36	43	32	27	25	11	35	22	13	41	16	24	49	48	5	17	33	24	21
CDS:b4211:qorB:NADPH:quinone_oxidoreductase:cds4129:-:860:NC_000913.3	27	13	37	58	45	114	33	66	87	58	80	142	32	18	45	110	115	73	29	36	60	119	27	153	28	33	56	46	86	126	24	13	19	83	81	77
AS_CDS:b4211:qorB:NADPH:quinone_oxidoreductase:cds4129:-:860:NC_000913.3	7	3	20	10	14	23	10	20	27	22	12	11	14	10	9	21	13	9	29	19	11	12	5	8	5	5	14	2	10	33	20	2	4	12	3	1
IGR:(CDS,b4211,qorB,NADPH,quinone_oxidoreductase,cds4129,-,860/CDS,b4212,ytfH,DUF24_family_HxlR-type_putative_transcriptional_regulator,cds4130,+,380):+:47:NC_000913.3	0	0	0	1	1	1	3	2	5	2	3	2	1	0	0	1	3	1	2	2	3	2	0	1	0	0	1	0	0	2	1	1	0	1	2	0
AS_IGR:(CDS,b4211,qorB,NADPH,quinone_oxidoreductase,cds4129,-,860/CDS,b4212,ytfH,DUF24_family_HxlR-type_putative_transcriptional_regulator,cds4130,+,380):+:47:NC_000913.3	1	0	0	1	0	1	1	2	2	1	1	1	1	0	0	0	2	2	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	4	0	0
CDS:b4212:ytfH:DUF24_family_HxlR-type_putative_transcriptional_regulator:cds4130:+:380:NC_000913.3	26	31	55	46	50	83	81	143	171	77	62	74	70	16	49	93	160	99	76	56	102	97	24	58	55	69	124	29	54	194	81	48	32	61	43	74
AS_CDS:b4212:ytfH:DUF24_family_HxlR-type_putative_transcriptional_regulator:cds4130:+:380:NC_000913.3	12	12	50	14	2	14	2	31	14	5	5	30	4	5	19	5	9	11	14	18	14	11	7	12	18	18	17	6	0	19	2	2	11	13	19	11
IGR:(CDS,b4212,ytfH,DUF24_family_HxlR-type_putative_transcriptional_regulator,cds4130,+,380/CDS,b4213,cpdB,2',3'-cyclic-nucleotide_2'-phosphodiesterase,cds4131,-,1943):+:67:NC_000913.3	12	8	9	11	12	17	21	14	32	18	11	16	13	4	16	22	31	21	28	13	20	24	4	12	9	14	31	6	11	32	16	9	13	13	11	12
AS_IGR:(CDS,b4212,ytfH,DUF24_family_HxlR-type_putative_transcriptional_regulator,cds4130,+,380/CDS,b4213,cpdB,2',3'-cyclic-nucleotide_2'-phosphodiesterase,cds4131,-,1943):+:67:NC_000913.3	8	15	46	29	22	37	6	87	32	28	68	100	7	17	32	32	43	37	6	24	12	35	17	62	13	28	44	15	11	36	7	10	12	63	76	65
CDS:b4213:cpdB:2':3'-cyclic-nucleotide_2'-phosphodiesterase:cds4131:-:1943:NC_000913.3	321	887	2021	1440	962	1625	477	4344	2710	1994	3752	5558	392	1057	1585	1765	2010	1254	425	3377	2459	3808	1940	4406	793	1080	2110	732	774	1528	588	660	718	3098	3578	3334
AS_CDS:b4213:cpdB:2':3'-cyclic-nucleotide_2'-phosphodiesterase:cds4131:-:1943:NC_000913.3	68	25	64	81	107	319	113	104	122	97	99	115	93	40	80	164	309	275	89	103	133	113	39	126	96	52	189	104	107	320	65	36	72	135	97	95
IGR:(CDS,b4213,cpdB,2',3'-cyclic-nucleotide_2'-phosphodiesterase,cds4131,-,1943/CDS,b4214,cysQ,3'2'%2C5'-bisphosphate_nucleotidase,cds4132,+,740):+:148:NC_000913.3	15	31	84	164	649	1966	41	70	103	80	68	61	34	21	84	558	1946	1708	23	40	61	67	18	64	29	37	146	435	616	2206	48	9	24	56	46	42
AS_IGR:(CDS,b4213,cpdB,2',3'-cyclic-nucleotide_2'-phosphodiesterase,cds4131,-,1943/CDS,b4214,cysQ,3'2'%2C5'-bisphosphate_nucleotidase,cds4132,+,740):+:148:NC_000913.3	21	57	108	94	68	106	53	263	207	143	251	373	42	48	75	65	84	76	31	197	131	160	86	196	72	48	138	39	50	104	54	45	32	135	159	164
CDS:b4214:cysQ:3'2'%2C5'-bisphosphate_nucleotidase:cds4132:+:740:NC_000913.3	185	171	540	728	1215	4275	317	1275	1110	745	609	897	428	226	579	1666	4708	3715	365	719	790	694	250	811	364	329	958	813	1560	4906	291	126	289	600	759	703
AS_CDS:b4214:cysQ:3'2'%2C5'-bisphosphate_nucleotidase:cds4132:+:740:NC_000913.3	2	8	28	23	19	29	17	69	85	68	32	64	20	2	36	25	51	46	29	27	38	42	14	22	20	9	28	7	21	19	29	8	20	11	34	23
IGR:(CDS,b4214,cysQ,3'2'%2C5'-bisphosphate_nucleotidase,cds4132,+,740/CDS,b4215,ytfI,uncharacterized_protein,cds4133,+,938):+:160:NC_000913.3	20	23	44	63	99	299	24	83	72	59	49	60	31	11	42	142	327	238	25	65	62	55	16	73	34	30	57	51	87	294	26	16	19	49	80	29
AS_IGR:(CDS,b4214,cysQ,3'2'%2C5'-bisphosphate_nucleotidase,cds4132,+,740/CDS,b4215,ytfI,uncharacterized_protein,cds4133,+,938):+:160:NC_000913.3	0	1	5	0	2	1	0	8	6	6	3	1	0	0	2	1	1	10	1	1	1	5	0	2	2	0	0	4	0	0	7	1	0	0	4	0
CDS:b4215:ytfI:uncharacterized_protein:cds4133:+:938:NC_000913.3	26	19	42	17	37	88	47	152	68	47	19	59	43	18	22	108	92	83	51	50	59	47	19	53	33	17	64	40	56	182	50	15	17	77	30	28
AS_CDS:b4215:ytfI:uncharacterized_protein:cds4133:+:938:NC_000913.3	84	82	164	118	188	457	113	390	309	195	208	212	193	73	133	210	413	255	212	174	235	156	86	151	85	88	304	167	219	447	133	55	142	278	156	128
IGR:(CDS,b4215,ytfI,uncharacterized_protein,cds4133,+,938/CDS,b4216,ytfJ,putative_transcriptional_regulator,cds4134,-,554):+:1:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AS_IGR:(CDS,b4215,ytfI,uncharacterized_protein,cds4133,+,938/CDS,b4216,ytfJ,putative_transcriptional_regulator,cds4134,-,554):+:1:NC_000913.3	1	2	4	2	5	10	1	8	5	3	4	4	1	1	3	4	9	6	1	3	3	4	2	3	1	2	4	4	5	9	1	1	2	6	4	2
CDS:b4216:ytfJ:putative_transcriptional_regulator:cds4134:-:554:NC_000913.3	418	653	1468	1066	1764	3672	517	3153	2541	1585	1894	1767	594	567	1349	1635	4038	2667	606	1439	1527	1474	908	1482	591	801	1758	1217	1684	3104	700	432	808	1896	1318	1172
AS_CDS:b4216:ytfJ:putative_transcriptional_regulator:cds4134:-:554:NC_000913.3	6	12	34	46	140	254	27	73	38	41	33	47	38	13	35	115	415	329	36	32	40	24	11	39	23	15	103	84	125	447	20	16	22	56	35	24
IGR:(CDS,b4216,ytfJ,putative_transcriptional_regulator,cds4134,-,554/CDS,b4217,ytfK,DUF1107_family_protein,cds4135,+,206):+:283:NC_000913.3	154	260	685	756	1549	2939	546	1696	2235	1436	874	1034	519	220	789	1573	4156	3802	717	614	1888	1269	524	1065	481	254	1448	616	1162	3126	617	172	379	646	598	639
AS_IGR:(CDS,b4216,ytfJ,putative_transcriptional_regulator,cds4134,-,554/CDS,b4217,ytfK,DUF1107_family_protein,cds4135,+,206):+:283:NC_000913.3	156	137	234	159	200	352	179	464	454	256	252	247	194	93	169	174	325	247	218	202	228	154	122	179	92	154	367	85	186	239	227	108	150	171	149	190
CDS:b4217:ytfK:DUF1107_family_protein:cds4135:+:206:NC_000913.3	1033	1599	4625	4002	15497	36982	1866	8302	9791	4707	6144	7079	2505	1622	4719	13229	37560	41960	3024	3340	7017	6474	3501	7265	1955	2561	6904	6591	13394	28089	2055	1018	1470	4641	4549	4839
AS_CDS:b4217:ytfK:DUF1107_family_protein:cds4135:+:206:NC_000913.3	62	28	15	7	9	16	35	23	51	15	13	14	68	12	13	9	19	9	85	22	22	8	6	6	8	42	31	21	15	17	61	22	17	18	4	2
IGR:(CDS,b4217,ytfK,DUF1107_family_protein,cds4135,+,206/CDS,b4218,ytfL,UPF0053_family_inner_membrane_protein,cds4136,-,1343):+:17:NC_000913.3	99	147	461	369	1644	3832	160	782	858	382	582	651	220	149	431	1289	3730	4235	270	292	580	575	319	685	172	269	677	716	1451	3123	176	102	143	488	459	483
AS_IGR:(CDS,b4217,ytfK,DUF1107_family_protein,cds4135,+,206/CDS,b4218,ytfL,UPF0053_family_inner_membrane_protein,cds4136,-,1343):+:17:NC_000913.3	21	5	9	9	4	17	20	16	22	8	10	12	30	3	6	8	14	15	28	9	12	8	6	6	7	12	15	4	8	17	26	6	3	7	7	4
CDS:b4218:ytfL:UPF0053_family_inner_membrane_protein:cds4136:-:1343:NC_000913.3	1512	491	684	487	422	1238	1951	1190	1776	932	734	770	2152	297	435	599	1000	928	2246	647	1029	591	342	596	486	1013	1244	253	548	1313	1934	461	390	632	432	481
AS_CDS:b4218:ytfL:UPF0053_family_inner_membrane_protein:cds4136:-:1343:NC_000913.3	459	617	1754	1314	5373	12250	700	2849	2934	1354	1949	2193	955	569	1474	4228	12023	13492	1126	1144	2031	1950	1072	2275	749	1073	2621	2412	4805	9972	679	387	583	1692	1515	1544
IGR:(CDS,b4218,ytfL,UPF0053_family_inner_membrane_protein,cds4136,-,1343/CDS,b4219,msrA,methionine_sulfoxide_reductase_A,cds4137,-,638):+:271:NC_000913.3	7	9	15	23	66	59	17	74	56	47	17	72	43	6	29	52	95	115	33	25	55	28	22	43	34	20	40	19	19	55	46	20	16	43	42	21
AS_IGR:(CDS,b4218,ytfL,UPF0053_family_inner_membrane_protein,cds4136,-,1343/CDS,b4219,msrA,methionine_sulfoxide_reductase_A,cds4137,-,638):+:271:NC_000913.3	192	95	255	285	509	1104	287	400	428	380	374	626	293	114	176	631	1117	1019	298	245	298	306	186	557	114	202	453	228	473	1202	246	111	164	382	430	289
CDS:b4219:msrA:methionine_sulfoxide_reductase_A:cds4137:-:638:NC_000913.3	86	118	389	451	632	1664	146	671	446	453	433	1026	109	112	311	1127	1830	1354	101	409	528	686	389	955	117	138	539	508	753	1773	99	67	128	695	665	646
AS_CDS:b4219:msrA:methionine_sulfoxide_reductase_A:cds4137:-:638:NC_000913.3	28	44	71	61	93	198	68	163	184	167	126	179	68	33	67	134	195	155	72	81	166	106	57	96	53	68	170	60	90	254	89	40	60	117	120	114
IGR:(CDS,b4219,msrA,methionine_sulfoxide_reductase_A,cds4137,-,638/CDS,b4220,tamA,translocation_and_assembly_module_for_autotransporter_export%2C_outer_membrane_subunit,cds4138,+,1733):+:164:NC_000913.3	65	48	91	100	72	239	115	240	240	181	117	110	124	32	119	131	209	159	159	120	228	146	57	116	94	88	212	94	122	200	206	46	110	198	120	96
AS_IGR:(CDS,b4219,msrA,methionine_sulfoxide_reductase_A,cds4137,-,638/CDS,b4220,tamA,translocation_and_assembly_module_for_autotransporter_export%2C_outer_membrane_subunit,cds4138,+,1733):+:164:NC_000913.3	5	7	26	21	29	77	4	44	33	24	30	28	17	5	32	47	83	83	10	17	27	35	15	45	14	12	26	33	47	105	18	7	19	27	47	41
CDS:b4220:tamA:translocation_and_assembly_module_for_autotransporter_export%2C_outer_membrane_subunit:cds4138:+:1733:NC_000913.3	817	518	1365	1070	932	2089	1241	2761	2635	1637	1101	1617	1318	593	1061	1932	2760	1905	1266	1732	2063	1318	634	1012	787	845	1902	953	1099	2137	1288	424	703	1618	935	926
AS_CDS:b4220:tamA:translocation_and_assembly_module_for_autotransporter_export%2C_outer_membrane_subunit:cds4138:+:1733:NC_000913.3	65	35	87	101	97	199	53	177	230	85	115	79	116	51	69	151	202	216	77	66	132	81	59	70	75	72	188	64	132	285	83	22	37	81	41	63
CDS:b4221:tamB:translocation_and_assembly_module_for_autotransporter_export%2C_inner_membrane_subunit:cds4139:+:3779:NC_000913.3	1658	957	1723	1626	1941	3572	2217	4243	3362	2118	2291	2718	2726	819	1709	2995	4435	3057	2438	2505	2399	2190	1017	1791	1341	1308	3074	1410	1846	3383	1966	831	795	2759	1840	1593
AS_CDS:b4221:tamB:translocation_and_assembly_module_for_autotransporter_export%2C_inner_membrane_subunit:cds4139:+:3779:NC_000913.3	376	264	644	697	496	857	631	1803	1674	1044	825	1188	480	188	505	647	666	576	457	660	1058	768	347	592	509	343	638	268	387	671	444	183	231	812	621	468
CDS:b4222:ytfP:GGCT-like_protein:cds4140:+:341:NC_000913.3	1065	467	981	788	478	998	1349	3213	2522	1334	934	1267	1714	468	824	917	1249	822	1845	1538	1618	1076	530	886	999	670	1873	338	606	868	1205	373	635	1222	712	840
AS_CDS:b4222:ytfP:GGCT-like_protein:cds4140:+:341:NC_000913.3	20	23	39	24	27	52	36	114	129	50	46	66	45	18	35	35	58	75	42	37	64	49	13	39	37	23	85	32	22	95	36	10	23	49	49	42
IGR:(CDS,b4222,ytfP,GGCT-like_protein,cds4140,+,341/CDS,b4224,chpS,antitoxin_of_the_ChpBS_toxin-antitoxin_system,cds4141,+,251):+:160:NC_000913.3	146	75	135	116	44	98	196	325	359	210	95	127	253	53	108	115	140	75	264	161	219	133	62	82	120	98	315	48	90	105	196	55	126	160	89	105
AS_IGR:(CDS,b4222,ytfP,GGCT-like_protein,cds4140,+,341/CDS,b4224,chpS,antitoxin_of_the_ChpBS_toxin-antitoxin_system,cds4141,+,251):+:160:NC_000913.3	5	7	11	14	10	10	12	48	25	16	16	20	7	3	10	16	10	9	17	7	21	12	0	5	16	1	33	2	2	21	15	3	5	28	26	8
CDS:b4224:chpS:antitoxin_of_the_ChpBS_toxin-antitoxin_system:cds4141:+:251:NC_000913.3	69	46	153	90	64	149	118	223	268	211	152	186	95	37	137	205	174	133	128	104	425	402	117	183	114	51	351	108	99	215	103	61	92	324	260	228
AS_CDS:b4224:chpS:antitoxin_of_the_ChpBS_toxin-antitoxin_system:cds4141:+:251:NC_000913.3	1	1	0	3	1	0	15	3	5	0	7	5	9	3	5	0	3	0	10	3	5	5	0	1	1	2	2	0	6	1	2	2	10	2	4	8
CDS:b4225:chpB:toxin_of_the_ChpB-ChpS_toxin-antitoxin_system:cds4142:+:350:NC_000913.3	93	73	141	121	92	205	122	265	271	179	211	253	91	42	164	231	211	147	118	116	389	347	125	224	91	93	280	101	129	217	108	48	90	285	246	291
AS_CDS:b4225:chpB:toxin_of_the_ChpB-ChpS_toxin-antitoxin_system:cds4142:+:350:NC_000913.3	145	70	93	68	31	88	188	254	248	92	63	33	388	50	66	39	36	38	218	172	146	54	7	18	74	119	172	17	15	37	201	60	70	52	20	13
IGR:(CDS,b4225,chpB,toxin_of_the_ChpB-ChpS_toxin-antitoxin_system,cds4142,+,350/CDS,b4226,ppa,inorganic_pyrophosphatase,cds4143,-,530):+:18:NC_000913.3	46	32	28	33	15	48	53	131	131	41	18	21	43	29	48	38	12	23	70	34	41	39	4	9	38	51	65	9	5	24	48	39	19	27	19	16
AS_IGR:(CDS,b4225,chpB,toxin_of_the_ChpB-ChpS_toxin-antitoxin_system,cds4142,+,350/CDS,b4226,ppa,inorganic_pyrophosphatase,cds4143,-,530):+:18:NC_000913.3	439	262	280	302	114	330	452	1029	1113	406	216	133	884	182	281	163	165	167	617	676	652	192	31	73	292	392	474	77	56	170	474	276	170	172	95	49
CDS:b4226:ppa:inorganic_pyrophosphatase:cds4143:-:530:NC_000913.3	15586	10506	10274	9554	3820	9913	19904	36270	38706	14859	7216	5678	25920	7330	10016	5671	6597	5778	22476	24564	23445	7412	1675	3079	9321	13465	18337	2575	2821	5525	16834	8300	5930	5938	3170	2694
AS_CDS:b4226:ppa:inorganic_pyrophosphatase:cds4143:-:530:NC_000913.3	305	188	335	239	143	343	362	748	752	360	330	378	325	170	342	350	315	260	447	403	639	535	102	209	292	361	566	133	142	398	330	196	179	384	338	316
IGR:(CDS,b4226,ppa,inorganic_pyrophosphatase,cds4143,-,530/CDS,b4227,ytfQ,galactofuranose_ABC_transporter_periplasmic_binding_protein,cds4144,+,956):+:268:NC_000913.3	24	8	94	60	81	129	38	55	115	58	93	85	22	16	65	79	131	114	27	39	172	89	42	48	18	18	101	62	56	174	26	15	17	105	55	75
AS_IGR:(CDS,b4226,ppa,inorganic_pyrophosphatase,cds4143,-,530/CDS,b4227,ytfQ,galactofuranose_ABC_transporter_periplasmic_binding_protein,cds4144,+,956):+:268:NC_000913.3	521	382	337	335	154	311	746	1236	1185	501	242	206	763	221	322	174	198	159	739	743	681	232	63	96	361	430	662	76	118	199	599	250	206	218	98	91
CDS:b4227:ytfQ:galactofuranose_ABC_transporter_periplasmic_binding_protein:cds4144:+:956:NC_000913.3	111	102	387	314	1567	4199	107	553	137	200	558	928	91	93	306	1731	3841	4052	132	298	247	837	297	828	137	86	495	1389	1856	5359	106	57	75	657	631	834
AS_CDS:b4227:ytfQ:galactofuranose_ABC_transporter_periplasmic_binding_protein:cds4144:+:956:NC_000913.3	7	0	6	4	4	18	13	19	28	21	6	14	12	1	1	5	6	11	15	19	7	16	11	7	19	3	19	2	6	25	22	6	4	12	8	12
IGR:(CDS,b4227,ytfQ,galactofuranose_ABC_transporter_periplasmic_binding_protein,cds4144,+,956/CDS,b4485,ytfR,putative_sugar_ABC_transporter_ATPase,cds4145,+,1502):+:88:NC_000913.3	8	12	35	45	250	698	19	37	16	27	86	105	5	6	28	242	613	746	11	40	14	103	58	121	10	10	36	237	445	884	7	7	9	97	110	93
AS_IGR:(CDS,b4227,ytfQ,galactofuranose_ABC_transporter_periplasmic_binding_protein,cds4144,+,956/CDS,b4485,ytfR,putative_sugar_ABC_transporter_ATPase,cds4145,+,1502):+:88:NC_000913.3	0	0	7	1	0	16	19	6	13	5	1	6	3	0	1	8	5	11	5	5	3	9	4	2	12	2	1	2	3	6	1	1	0	7	2	9
CDS:b4485:ytfR:putative_sugar_ABC_transporter_ATPase:cds4145:+:1502:NC_000913.3	21	49	160	124	555	2029	39	284	91	106	237	406	69	38	125	744	1468	1284	44	190	98	267	130	344	77	24	141	509	774	1905	27	26	32	207	246	322
AS_CDS:b4485:ytfR:putative_sugar_ABC_transporter_ATPase:cds4145:+:1502:NC_000913.3	5	3	18	15	18	25	17	66	44	25	14	16	18	0	11	16	38	23	23	24	22	16	3	22	14	7	21	16	2	25	22	0	29	35	2	19
CDS:b4230:ytfT:putative_sugar_ABC_transporter_permease:cds4146:+:1025:NC_000913.3	6	25	70	77	212	800	12	117	49	56	61	188	24	24	45	229	590	374	20	48	24	125	78	120	27	21	69	185	277	731	10	15	13	133	131	175
AS_CDS:b4230:ytfT:putative_sugar_ABC_transporter_permease:cds4146:+:1025:NC_000913.3	1	3	0	1	0	1	2	6	2	2	9	5	4	0	1	0	1	1	0	0	1	1	0	6	0	5	3	0	0	5	0	0	4	1	2	1
CDS:b4231:yjfF:putative_sugar_ABC_transporter_permease:cds4147:+:995:NC_000913.3	83	80	181	194	380	1034	101	423	369	321	305	496	104	58	140	453	971	703	163	161	307	343	150	335	98	75	316	299	448	872	106	35	86	291	336	352
AS_CDS:b4231:yjfF:putative_sugar_ABC_transporter_permease:cds4147:+:995:NC_000913.3	88	55	245	406	129	181	109	183	261	624	240	179	92	90	201	186	201	151	115	186	378	266	104	163	37	149	813	94	136	188	133	83	273	183	144	121
CDS:b4232:fbp:fructose-1%2C6-bisphosphatase_I:cds4148:-:998:NC_000913.3	1900	1264	4787	6732	2385	3598	2941	6198	6843	11701	5277	5328	2345	1650	3883	3514	4513	2716	2596	5177	8638	5848	2338	4336	1362	2859	16198	1716	1975	3494	2794	1595	4921	5840	3731	3800
AS_CDS:b4232:fbp:fructose-1%2C6-bisphosphatase_I:cds4148:-:998:NC_000913.3	82	56	152	170	218	417	116	374	264	243	161	217	144	72	93	285	594	348	157	174	274	211	102	167	90	89	439	165	237	473	152	47	149	286	167	147
IGR:(CDS,b4232,fbp,fructose-1%2C6-bisphosphatase_I,cds4148,-,998/CDS,b4233,mpl,UDP-N-acetylmuramate,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase,cds4149,+,1373):+:134:NC_000913.3	10	4	4	9	8	7	12	21	18	13	6	6	14	2	3	3	6	7	13	6	9	4	7	6	6	7	19	9	5	14	10	6	16	15	4	6
AS_IGR:(CDS,b4232,fbp,fructose-1%2C6-bisphosphatase_I,cds4148,-,998/CDS,b4233,mpl,UDP-N-acetylmuramate,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase,cds4149,+,1373):+:134:NC_000913.3	201	175	409	517	320	486	310	742	795	1005	617	594	230	116	269	325	430	256	266	386	643	523	205	401	173	345	1654	214	227	498	402	146	613	895	466	444
CDS:b4233:mpl:UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase:cds4149:+:1373:NC_000913.3	2521	1394	1593	1774	907	1412	3225	4661	4117	2720	2087	2003	3140	1014	1596	1314	1507	1031	2922	2849	3232	2265	878	1356	1440	2351	4595	625	707	1360	2834	1352	1604	2662	1730	1675
AS_CDS:b4233:mpl:UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase:cds4149:+:1373:NC_000913.3	620	244	230	140	164	322	880	698	528	155	171	173	782	211	197	281	374	384	741	478	309	145	62	86	280	367	290	117	185	393	771	207	75	258	140	87
IGR:(CDS,b4233,mpl,UDP-N-acetylmuramate,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase,cds4149,+,1373/CDS,b4234,yjgA,ribosome-associated_UPF0307_family_protein,cds4150,-,551):+:94:NC_000913.3	207	162	128	183	114	178	329	431	440	314	139	190	258	95	157	117	227	146	292	283	281	173	83	143	131	214	430	41	77	189	228	123	128	185	141	106
AS_IGR:(CDS,b4233,mpl,UDP-N-acetylmuramate,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase,cds4149,+,1373/CDS,b4234,yjgA,ribosome-associated_UPF0307_family_protein,cds4150,-,551):+:94:NC_000913.3	860	330	318	178	337	664	1099	867	872	276	229	294	996	254	283	392	634	691	1102	681	474	270	99	159	507	552	337	188	290	649	1004	258	102	307	237	149
CDS:b4234:yjgA:ribosome-associated_UPF0307_family_protein:cds4150:-:551:NC_000913.3	2297	964	1017	622	974	2186	3372	2732	2552	857	800	862	3025	819	934	1270	2384	2520	3590	2198	1642	903	319	580	1344	1704	1499	661	1072	2535	2760	892	380	1106	819	442
AS_CDS:b4234:yjgA:ribosome-associated_UPF0307_family_protein:cds4150:-:551:NC_000913.3	189	118	143	143	43	122	269	295	287	201	102	154	268	101	118	66	164	106	287	252	233	113	55	80	101	146	363	28	61	150	201	80	137	118	87	77
IGR:(CDS,b4234,yjgA,ribosome-associated_UPF0307_family_protein,cds4150,-,551/CDS,b4235,pmbA,putative_antibiotic_peptide_MccB17_maturation_peptidase,cds4151,+,1352):+:52:NC_000913.3	1	0	0	1	2	2	1	1	1	0	2	1	2	0	0	2	3	3	3	0	2	0	1	1	0	1	1	2	4	3	0	1	1	0	1	0
